Date,EUA_Last,EUA_Settle,Oil_Last,Oil_Settle,Coal_Last,Coal_Settle,Gas_Last,Gas_Settle,Elec_Last,Elec_Settle,GSCI_Last,VIX_Last,STOXX_Last,AAA_Last,BAA_Last,Diff_BAA_AAA,CER_Last,CER_Settle,ecb_spot_3m
20060711,16.35,16.35,73.67,73.67,,,19.359,19.359,48.12,48.12,488.6696,13.14,319.45,5.86,6.77,0.91,,,2.817228
20060712,16.25,16.25,74.39,74.39,,,19.417,19.417,47.88,47.88,494.3539,14.49,320.3,5.85,6.76,0.91,,,2.812114
20060713,16.4,16.4,76.69,76.69,,,19.525,19.525,48.45,48.45,504.9732,17.79,315.64,5.83,6.74,0.91,,,2.839525
20060714,16.8,16.8,77.27,77.27,,,19.617,19.617,49.88,49.88,509.6343,18.05,311.68,5.83,6.76,0.93,,,2.845893
20060717,17.25,17.25,75.92,75.92,63.8,63.8,19.69,19.69,52.41,52.41,496.6747,18.64,310.4,5.82,6.75,0.93,,,2.86067
20060718,17.1,17.1,74.36,74.36,64.05,64.05,19.958,19.958,55.14,55.14,488.4339,17.74,309.82,5.88,6.81,0.93,,,2.866672
20060719,16.5,16.5,73.9,73.9,64.5,64.5,20.033,20.033,54.83,54.83,486.4664,15.55,316.8,5.82,6.75,0.93,,,2.870831
20060720,16.8,16.8,73.72,73.72,64.6,64.6,19.87,19.87,59.58,59.58,484.1147,16.21,317.5,5.78,6.72,0.94,,,2.887278
20060721,16.6,16.6,73.75,73.75,64.45,64.45,19.783,19.783,62.11,62.11,484.0677,17.4,314.56,5.8,6.74,0.94,,,2.898082
20060724,16.5,16.5,74.61,74.61,63.95,63.95,20.137,20.137,69.24,69.24,489.186,14.98,320.41,5.81,6.74,0.93,,,2.906444
20060725,16.4,16.4,73.28,73.28,63.95,63.95,20.229,20.229,69.25,69.25,483.9409,14.85,320.78,5.85,6.75,0.9,,,2.904576
20060726,16.4,16.4,74,74,64.15,64.15,20.393,20.393,75.72,75.72,487.1928,14.62,322.11,5.82,6.72,0.9,,,2.893535
20060727,16.55,16.55,75.01,75.01,64.6,64.6,20.564,20.564,76.95,76.95,491.6549,14.94,325.37,5.83,6.72,0.89,,,2.922053
20060728,16.15,16.15,73.39,73.39,67.3,67.3,20.717,20.717,73.4,73.4,486.6151,14.33,327.32,5.79,6.67,0.88,,,2.914491
20060731,16.05,16.05,75.15,75.15,69,69,19.968,19.968,54.25,54.25,498.2476,14.95,326.04,5.79,6.67,0.88,,,2.927641
20060801,16.2,16.2,75.89,75.89,68.8,68.8,19.835,19.835,54.05,54.05,498.4193,15.05,323.51,5.79,6.68,0.89,,,2.917726
20060802,16.2,16.2,76.89,76.89,68.6,68.6,19.877,19.877,51.4,51.4,505.6299,14.34,326.8,5.77,6.65,0.88,,,2.920863
20060803,15.9,15.9,76.56,76.56,68.45,68.45,19.842,19.842,50,50,498.662,14.46,324.12,5.75,6.64,0.89,,,2.932317
20060804,15.15,15.15,76.17,76.17,68.75,68.75,19.825,19.825,47.5,47.5,496.9996,14.34,327.87,5.71,6.6,0.89,,,2.934982
20060807,15.7,15.7,78.3,78.3,70.3,70.3,19.875,19.875,47.04,47.04,504.9937,15.23,324.23,5.72,6.6,0.88,,,2.948861
20060808,15.65,15.65,77.55,77.55,70.8,70.8,19.715,19.715,46.85,46.85,503.3722,15.23,324.44,5.74,6.63,0.89,,,2.956262
20060809,15.6,15.6,77.28,77.28,70.2,70.2,19.219,19.219,45.5,45.5,506.7766,15.2,326.61,5.76,6.65,0.89,,,2.958807
20060810,15.45,15.45,75.28,75.28,70.5,70.5,19.321,19.321,45.18,45.18,495.2756,14.46,324.04,5.78,6.66,0.88,,,2.974384
20060811,15.65,15.65,75.63,75.63,71.5,71.5,19.216,19.216,44.9,44.9,495.5996,14.3,324.45,5.8,6.69,0.89,,,2.986327
20060814,15.35,15.35,74.3,74.3,71.5,71.5,19.03,19.03,44.78,44.78,487.2605,14.26,327.36,5.79,6.69,0.9,,,2.984577
20060815,15.4,15.4,73.8,73.8,71.15,71.15,18.919,18.919,45.25,45.25,485.8219,13.42,330.12,5.72,6.63,0.91,,,2.987204
20060816,15.6,15.6,73.08,73.08,71,71,18.76,18.76,45.35,45.35,482.2413,12.41,331.43,5.67,6.58,0.91,,,2.99687
20060817,15.7,15.7,71.58,71.58,70.25,70.25,18.796,18.796,44.78,44.78,471.6709,12.24,331.84,5.67,6.58,0.91,,,3.002081
20060818,15.8,15.8,72.3,72.3,70,70,18.538,18.538,44.25,44.25,475.1176,11.64,330.98,5.64,6.55,0.91,,,3.00939
20060821,16.45,16.45,73.38,73.38,70,70,18.59,18.59,44.33,44.33,480.5196,12.22,330.69,5.63,6.54,0.91,,,3.014024
20060822,16.8,16.8,73.24,73.24,70,70,18.568,18.568,45.1,45.1,482.3286,12.19,331.73,5.62,6.53,0.91,,,3.030263
20060823,16.6,16.6,72.02,72.02,70.5,70.5,18.646,18.646,45.2,45.2,475.5215,12.4,330.16,5.62,6.54,0.92,,,3.03284
20060824,16.2,16.2,72.68,72.68,70.5,70.5,18.665,18.665,44.72,44.72,479.1032,12.4,331.06,5.61,6.53,0.92,,,3.018982
20060825,16.2,16.2,72.7,72.7,70.8,70.8,18.644,18.644,44.47,44.47,481.0938,12.31,331.41,5.6,6.53,0.93,,,3.026649
20060828,16.1,16.1,70.82,70.82,70.8,70.8,18.628,18.628,44.48,44.48,468.4148,12.18,332.79,5.61,6.53,0.92,,,3.033136
20060829,15.85,15.85,69.86,69.86,69.1,69.1,18.425,18.425,44.13,44.13,464.8492,12.28,333.6,5.6,6.53,0.93,,,3.036575
20060830,15.6,15.6,70.18,70.18,67.9,67.9,18.594,18.594,44.48,44.48,464.2655,12.22,335.51,5.57,6.5,0.93,,,3.046119
20060831,15.8,15.8,70.25,70.25,68.45,68.45,22,22,44.48,44.48,465.868,12.31,334.73,5.54,6.47,0.93,,,3.058351
20060901,15.85,15.85,69.15,69.15,67.5,67.5,21.65,21.65,48.37,48.37,459.0111,11.96,336.43,5.53,6.46,0.93,,,3.049724
20060904,16.25,16.25,67.71,67.71,67.25,67.25,20.781,20.781,50.33,50.33,459.0111,11.96,337.8,5.53,6.46,0.93,,,3.056015
20060905,16.35,16.35,68.09,68.09,67,67,20.433,20.433,50.12,50.12,457.1419,12.63,336.65,5.59,6.51,0.92,,,3.06294
20060906,16.55,16.55,66.93,66.93,67.2,67.2,20.555,20.555,49.04,49.04,453.258,13.74,332.98,5.6,6.53,0.93,,,3.068827
20060907,16.35,16.35,66.53,66.53,66.95,66.95,20.607,20.607,49,49,450.2273,13.88,329.87,5.59,6.52,0.93,,,3.082098
20060908,16.3,16.3,65.33,65.33,65.6,65.6,20.694,20.694,48.17,48.17,446.4114,13.16,331.22,5.57,6.5,0.93,,,3.09134
20060911,16.15,16.15,64.55,64.55,64.5,64.5,20.67,20.67,48.25,48.25,441.6224,12.99,329.41,5.6,6.52,0.92,,,3.096003
20060912,16.25,16.25,62.99,62.99,64.75,64.75,20.84,20.84,47.51,47.51,437.2397,11.92,333.64,5.57,6.48,0.91,,,3.108684
20060913,16.15,16.15,62.99,62.99,65,65,21.038,21.038,47.02,47.02,438.3885,11.18,334.65,5.56,6.47,0.91,,,3.112863
20060914,16.2,16.2,62.24,62.24,65.15,65.15,21.42,21.42,46.1,46.1,433.7252,11.55,334.66,5.58,6.49,0.91,,,3.12677
20060915,16.1,16.1,63.33,63.33,65.25,65.25,20.973,20.973,45.63,45.63,431.5829,11.76,335.68,5.58,6.49,0.91,,,3.120114
20060918,16.1,16.1,64.05,64.05,65,65,20.444,20.444,45.15,45.15,434.9729,11.78,335.8,5.59,6.49,0.9,,,3.116937
20060919,15.6,15.6,62.17,62.17,65.1,65.1,19.8,19.8,45.23,45.23,426.5124,11.98,333.97,5.52,6.43,0.91,,,3.120652
20060920,14.1,14.1,60.47,60.47,65,65,19.36,19.36,45.68,45.68,418.3224,11.39,337.53,5.51,6.42,0.91,,,3.126443
20060921,13.4,13.4,61.34,61.34,65.25,65.25,18.799,18.799,45.3,45.3,423.5691,12.25,339,5.44,6.36,0.92,,,3.134412
20060922,13.2,13.2,60.41,60.41,65.05,65.05,18.703,18.703,45.06,45.06,418.0165,12.59,335.11,5.4,6.32,0.92,,,3.167917
20060925,12.7,12.7,60.8,60.8,62.85,62.85,18.7,18.7,45.53,45.53,418.9315,12.12,334.93,5.36,6.28,0.92,,,3.158185
20060926,12,12,60.12,60.12,63.1,63.1,18.395,18.395,45.75,45.75,419.1972,11.53,339.52,5.37,6.3,0.93,,,3.160237
20060927,12.1,12.1,62.21,62.21,63.95,63.95,17.825,17.825,45.78,45.78,426.0039,11.58,341.38,5.38,6.31,0.93,,,3.177536
20060928,12.6,12.6,62.54,62.54,65.85,65.85,17.826,17.826,45.5,45.5,426.6299,11.72,341.63,5.42,6.36,0.94,,,3.172483
20060929,12.95,12.95,62.48,62.48,66.75,66.75,26.502,26.502,45.7,45.7,428.0533,11.98,341.43,5.42,6.36,0.94,,,3.175045
20061002,12.15,12.15,60.45,60.45,65,65,25.088,25.088,50.5,50.5,420.1734,12.57,341.39,5.41,6.35,0.94,,,3.138968
20061003,12,12,58.43,58.43,63.7,63.7,24.549,24.549,50.5,50.5,409.6789,12.24,340.52,5.4,6.34,0.94,,,3.137951
20061004,12,12,59.22,59.22,63.7,63.7,25.02,25.02,49.95,49.95,413.8105,11.86,343.01,5.37,6.31,0.94,,,3.147192
20061005,12.15,12.15,60,60,63.5,63.5,25.348,25.348,48.78,48.78,420.1846,11.98,344.99,5.41,6.35,0.94,,,3.149167
20061006,12.1,12.1,59.83,59.83,63.85,63.85,25.7,25.7,48.65,48.65,422.7788,11.56,345.55,5.49,6.43,0.94,,,3.164928
20061009,12.4,12.4,60.54,60.54,64.4,64.4,26.228,26.228,47.1,47.1,430.2868,11.68,345.94,5.49,6.43,0.94,,,3.16006
20061010,12.5,12.5,59.34,59.34,64.95,64.95,26,26,45.45,45.45,426.4999,11.52,348.26,5.53,6.47,0.94,,,3.16731
20061011,12.5,12.5,58.65,58.65,64.75,64.75,26.13,26.13,45.7,45.7,426.8494,11.62,348.57,5.56,6.51,0.95,,,3.170559
20061012,12.45,12.45,58.76,58.76,65.3,65.3,26.096,26.096,45.68,45.68,429.8947,11.09,351.42,5.56,6.5,0.94,,,3.177222
20061013,12.55,12.55,59.52,59.52,65.3,65.3,25.862,25.862,45.95,45.95,434.761,10.75,352.38,5.59,6.53,0.94,,,3.18245
20061016,12.55,12.55,59.96,59.96,65.3,65.3,24.74,24.74,45.38,45.38,444.4366,11.09,353.08,5.57,6.5,0.93,,,3.185556
20061017,12.75,12.75,60.94,60.94,66.25,66.25,24.13,24.13,45.1,45.1,440.2057,11.73,349.26,5.56,6.49,0.93,,,3.19379
20061018,12.9,12.9,59.58,59.58,66.15,66.15,23.685,23.685,44.75,44.75,434.0706,11.34,352.59,5.54,6.47,0.93,,,3.19146
20061019,12.85,12.85,60.87,60.87,66.5,66.5,22.875,22.875,44.7,44.7,439.8393,10.9,352.58,5.56,6.49,0.93,,,3.194137
20061020,12.85,12.85,59.68,59.68,66.5,66.5,22.957,22.957,45,45,435.2704,10.63,353.65,5.55,6.48,0.93,,,3.202959
20061023,12.55,12.55,59.21,59.21,66.8,66.8,22.075,22.075,45,45,432.3502,11.08,354.84,5.6,6.49,0.89,,,3.207361
20061024,12.55,12.55,59.86,59.86,67,67,22.083,22.083,44.5,44.5,435.8881,10.78,354.9,5.61,6.48,0.87,,,3.213058
20061025,12.05,12.05,62.05,62.05,66.5,66.5,21.325,21.325,43.9,43.9,447.0071,10.66,356.01,5.57,6.44,0.87,,,3.219711
20061026,12.1,12.1,60.77,60.77,66.5,66.5,22.021,22.021,44,44,441.2802,10.56,355.46,5.51,6.38,0.87,,,3.226636
20061027,11.85,11.85,61.08,61.08,67.3,67.3,22.23,22.23,44.5,44.5,441.8558,10.8,354.55,5.47,6.33,0.86,,,3.232427
20061030,10.8,10.8,58.68,58.68,68.55,68.55,22.117,22.117,43.56,43.56,428.4274,11.2,353.41,5.46,6.32,0.86,,,3.227694
20061031,11.05,11.05,59.03,59.03,67.75,67.75,28.505,28.505,64,64,429.2243,11.1,353.34,5.39,6.25,0.86,,,3.219194
20061101,11,11,58.98,58.98,68.25,68.25,28.013,28.013,63.5,63.5,429.5622,11.51,354.6,5.35,6.21,0.86,,,3.241752
20061102,10.75,10.75,57.87,57.87,68.75,68.75,27.425,27.425,62.5,62.5,428.2354,11.42,353.19,5.37,6.24,0.87,,,3.247881
20061103,10.6,10.6,59.15,59.15,68.75,68.75,27.08,27.08,59.99,59.99,434.0435,11.16,354.33,5.46,6.31,0.85,,,3.246722
20061106,10.4,10.4,59.75,59.75,68.75,68.75,26.77,26.77,64.13,64.13,437.1021,11.16,358.27,5.45,6.3,0.85,,,3.258337
20061107,9.45,9.45,58.48,58.48,68.5,68.5,26.491,26.491,63.5,63.5,436.3274,11.09,359.84,5.41,6.26,0.85,,,3.258262
20061108,9.5,9.5,59.59,59.59,68.25,68.25,26.692,26.692,63.38,63.38,442.2845,10.75,359.56,5.38,6.23,0.85,,,3.268315
20061109,9.5,9.5,61.32,61.32,68.1,68.1,26.77,26.77,65.27,65.27,452.5191,11.01,358.92,5.39,6.24,0.85,,,3.289598
20061110,8.7,8.7,59.71,59.71,67.75,67.75,26.469,26.469,62.71,62.71,444.1614,10.79,358.47,5.33,6.2,0.87,,,3.293609
20061113,8.45,8.45,59.05,59.05,67.6,67.6,24.856,24.856,61.3,61.3,441.7837,10.86,359.22,5.34,6.21,0.87,,,3.293306
20061114,9.1,9.1,58.84,58.84,67.4,67.4,24.39,24.39,60.7,60.7,441.1145,10.5,358.23,5.3,6.18,0.88,,,3.295442
20061115,9,9,59.46,59.46,67.25,67.25,24.035,24.035,57.5,57.5,445.2829,10.31,360.24,5.34,6.22,0.88,,,3.298795
20061116,8.65,8.65,58.54,58.54,67.14,67.14,23.525,23.525,56.75,56.75,434.5643,10.16,361.04,5.37,6.25,0.88,,,3.304389
20061117,8.4,8.4,58.99,58.99,67.14,67.14,23.4,23.4,56.55,56.55,436.957,10.05,358.25,5.33,6.21,0.88,,,3.311005
20061120,8.6,8.6,58.98,58.98,67,67,23.325,23.325,56.63,56.63,437.0653,9.97,359.48,5.32,6.2,0.88,,,3.324338
20061121,8.75,8.75,60.39,60.39,67,67,22.617,22.617,53.85,53.85,444.9995,9.9,359.98,5.3,6.18,0.88,,,3.328672
20061122,8.6,8.6,59.49,59.49,67,67,22.375,22.375,52.23,52.23,438.527,10.14,359.55,5.29,6.17,0.88,,,3.338496
20061123,8.7,8.7,59.35,59.35,67,67,22.15,22.15,51.55,51.55,438.527,10.14,358.69,5.29,6.17,0.88,,,3.353518
20061124,9,9,60.03,60.03,67,67,22.196,22.196,51,51,441.905,10.73,355.98,5.27,6.15,0.88,,,3.349547
20061127,8.95,8.95,60.44,60.44,66.5,66.5,19.989,19.989,50.9,50.9,446.7942,12.3,350.6,5.26,6.15,0.89,,,3.353165
20061128,8.6,8.6,61.21,61.21,66.75,66.75,19.977,19.977,50.75,50.75,450.1268,11.62,349.54,5.24,6.13,0.89,,,3.354502
20061129,8.15,8.15,63.07,63.07,66.75,66.75,20.083,20.083,50.92,50.92,458.6239,10.83,354.23,5.25,6.14,0.89,,,3.347647
20061130,8.1,8.1,64.26,64.26,68.75,68.75,24.134,24.134,50.92,50.92,463.6554,10.91,351.78,5.2,6.1,0.9,,,3.356333
20061201,7.4,7.4,64.62,64.62,67,67,23.081,23.081,46.25,46.25,462.4187,11.66,349.31,5.18,6.08,0.9,,,3.361736
20061204,7.1,7.1,63.45,63.45,69.25,69.25,21.815,21.815,44.55,44.55,453.1254,11.23,351.59,5.19,6.09,0.9,,,3.373735
20061205,6.75,6.75,63.32,63.32,68.55,68.55,21.54,21.54,43.33,43.33,453.192,11.27,353.91,5.21,6.1,0.89,,,3.380542
20061206,7.05,7.05,63.07,63.07,68.5,68.5,20.85,20.85,42.08,42.08,449.2451,11.33,354.03,5.24,6.13,0.89,,,3.381083
20061207,7.5,7.5,62.57,62.57,68,68,21.373,21.373,42.25,42.25,449.4976,12.67,356.03,5.24,6.13,0.89,,,3.389634
20061208,7.2,7.2,62.2,62.2,68.35,68.35,22.079,22.079,41.43,41.43,448.1454,12.07,356.34,5.3,6.19,0.89,,,3.399746
20061211,7.05,7.05,61.84,61.84,68.35,68.35,21.688,21.688,40.55,40.55,445.4483,10.71,358.43,5.27,6.16,0.89,,,3.41268
20061212,6.7,6.7,61.52,61.52,68.3,68.3,20.98,20.98,39.2,39.2,444.4922,10.65,359.7,5.25,6.14,0.89,,,3.411179
20061213,6.4,6.4,61.33,61.33,68.1,68.1,20.554,20.554,38.83,38.83,446.8475,10.18,361.99,5.33,6.22,0.89,,,3.394482
20061214,6.4,6.4,62.12,62.12,68.45,68.45,20.84,20.84,38.48,38.48,452.5031,9.97,364.18,5.36,6.26,0.9,,,3.400512
20061215,6.55,6.55,63.49,63.49,68.3,68.3,21.669,21.669,41.75,41.75,453.0411,10.05,366.16,5.36,6.26,0.9,,,3.404595
20061218,6.6,6.6,62.13,62.13,68.05,68.05,20.5,20.5,39.85,39.85,445.0829,10.6,365.94,5.35,6.25,0.9,,,3.407884
20061219,6.6,6.6,62.81,62.81,68.05,68.05,21.206,21.206,39.4,39.4,447.942,10.3,363.49,5.37,6.27,0.9,,,3.421046
20061220,6.55,6.55,63.23,63.23,68.05,68.05,20.756,20.756,40.06,40.06,447.6214,10.26,364.56,5.37,6.27,0.9,,,3.421763
20061221,6.75,6.75,62.46,62.46,68,68,20.533,20.533,39.6,39.6,443.0892,10.53,364.15,5.33,6.23,0.9,,,3.428447
20061222,6.8,6.8,62.42,62.42,68,68,19.037,19.037,40.78,40.78,442.2945,11.36,362.45,5.4,6.3,0.9,,,3.428929
20061225,6.8,6.8,62.42,62.42,68,68,19.037,19.037,40.78,40.78,442.2945,11.36,362.45,5.4,6.3,0.9,,,
20061226,6.8,6.8,61.1,61.1,68,68,19.037,19.037,40.78,40.78,433.8892,11.26,362.45,5.37,6.27,0.9,,,
20061227,6.55,6.55,60.52,60.52,67.95,67.95,18.227,18.227,40.4,40.4,431.0525,10.64,366.17,5.42,6.32,0.9,,,3.43075
20061228,6.55,6.55,60.67,60.67,68,68,17.484,17.484,40.3,40.3,432.3528,10.99,366.32,5.45,6.35,0.9,,,3.406413
20061229,6.45,6.45,60.86,60.86,68,68,17.375,17.375,52.5,52.5,433.6465,11.56,365.26,5.46,6.35,0.89,,,3.443516
20070101,6.45,6.45,60.86,60.86,68,68,17.375,17.375,52.5,52.5,433.6465,11.56,365.26,5.46,6.35,0.89,,,
20070102,5.3,5.3,60.44,60.44,67.5,67.5,16.449,16.449,45.38,45.38,432.1335,11.56,369.86,5.34,6.32,0.98,,,3.451263
20070103,4.8,4.8,57.96,57.96,67,67,15.881,15.881,44.52,44.52,417.2263,12.04,369.84,5.32,6.28,0.96,,,3.448345
20070104,4.75,4.75,55.11,55.11,65.75,65.75,16.45,16.45,44.69,44.69,405.2581,11.51,368.76,5.28,6.24,0.96,,,3.45059
20070105,4.75,4.75,55.64,55.64,65.75,65.75,16.365,16.365,42.99,42.99,406.3545,12.14,365.69,5.29,6.25,0.96,,,3.459095
20070108,3.85,3.85,55.6,55.6,66.25,66.25,15.435,15.435,36.34,36.34,406.8246,12,365.38,5.29,6.25,0.96,,,3.464992
20070109,3.4,3.4,55.18,55.18,66.35,66.35,15.214,15.214,35.92,35.92,406.054,11.91,366.21,5.29,6.25,0.96,,,3.477528
20070110,3.7,3.7,53.69,53.69,66.25,66.25,15.392,15.392,34.85,34.85,403.3683,11.47,363.84,5.32,6.28,0.96,,,3.48762
20070111,3.9,3.9,51.7,51.7,66.6,66.6,15.46,15.46,33.75,33.75,395.4155,10.87,370.1,5.37,6.33,0.96,,,3.490479
20070112,3.95,3.95,52.95,52.95,67,67,15.91,15.91,35.51,35.51,402.4067,10.15,371.86,5.41,6.36,0.95,,,3.487648
20070115,3.95,3.95,53.12,53.12,66.8,66.8,16.286,16.286,33.85,33.85,402.4067,10.15,374.16,5.41,6.36,0.95,,,3.499153
20070116,4.05,4.05,52.26,52.26,66.8,66.8,17.006,17.006,35.98,35.98,394.7586,10.74,372.02,5.39,6.34,0.95,,,3.509552
20070117,4,4,52.78,52.78,67.75,67.75,15.756,15.756,34.32,34.32,397.9569,10.59,371.73,5.43,6.37,0.94,,,3.507581
20070118,3.95,3.95,51.75,51.75,67.6,67.6,15.704,15.704,34.7,34.7,392.6523,10.85,371.58,5.4,6.33,0.93,,,3.517474
20070119,3.95,3.95,53.44,53.44,67.75,67.75,15.845,15.845,34.09,34.09,402.5814,10.4,374.23,5.41,6.35,0.94,,,3.537329
20070122,3.8,3.8,52.7,52.7,68.5,68.5,15.085,15.085,33.88,33.88,402.5017,10.77,372.8,5.4,6.33,0.93,,,3.534869
20070123,3.7,3.7,55.1,55.1,68.7,68.7,14.532,14.532,32.33,32.33,414.7365,10.34,372.61,5.45,6.38,0.93,,,3.55161
20070124,3.35,3.35,55.43,55.43,68.5,68.5,14.452,14.452,32.35,32.35,414.4583,9.89,376.02,5.46,6.38,0.92,,,3.522287
20070125,3.25,3.25,54.12,54.12,68.5,68.5,13.958,13.958,31.85,31.85,408.761,11.22,374.87,5.51,6.43,0.92,,,3.534987
20070126,2.95,2.95,55.29,55.29,68.55,68.55,13.001,13.001,31.88,31.88,414.3108,11.13,372.38,5.53,6.44,0.91,,,3.553446
20070129,2.45,2.45,53.68,53.68,68.25,68.25,12.348,12.348,31.79,31.79,405.1973,11.45,373.34,5.54,6.45,0.91,,,3.558883
20070130,2.4,2.4,56.39,56.39,68.1,68.1,12.22,12.22,31.85,31.85,420.6654,10.96,374.6,5.53,6.44,0.91,,,3.530009
20070131,2.3,2.3,57.4,57.4,67.5,67.5,11.85,11.85,41.65,41.65,427.2178,10.42,372.72,5.48,6.4,0.92,,,3.535342
20070201,2.2,2.2,56.72,56.72,68,68,11.563,11.563,40.2,40.2,422.5294,10.31,376.95,5.48,6.4,0.92,,,3.536165
20070202,1.95,1.95,58.41,58.41,69,69,10.985,10.985,39.63,39.63,427.7104,10.08,378.98,5.48,6.39,0.91,,,3.542597
20070205,1.75,1.75,58.1,58.1,69,69,10.993,10.993,39.43,39.43,427.6214,10.55,379.23,5.46,6.37,0.91,,,3.549533
20070206,1.45,1.45,58.42,58.42,69,69,10.8,10.8,39.94,39.94,427.7516,10.65,380.54,5.42,6.32,0.9,,,3.55447
20070207,1.3,1.3,57.23,57.23,69,69,10.786,10.786,39.14,39.14,423.6474,10.32,381.62,5.4,6.3,0.9,,,3.552777
20070208,1.45,1.45,59.03,59.03,69,69,10.585,10.585,38.28,38.28,433.6404,10.44,378.3,5.39,6.28,0.89,,,3.55944
20070209,1.55,1.55,59.01,59.01,68.6,68.6,10.458,10.458,37.75,37.75,436.6234,11.1,380.24,5.44,6.33,0.89,,,3.568742
20070212,1.25,1.25,56.6,56.6,68.8,68.8,9.75,9.75,35.38,35.38,424.8486,11.61,378.06,5.46,6.34,0.88,,,3.57602
20070213,1.2,1.2,57.03,57.03,68.5,68.5,9.21,9.21,34.02,34.02,434.3634,10.34,378.72,5.47,6.36,0.89,,,3.57417
20070214,1.15,1.15,57.43,57.43,68.5,68.5,8.876,8.876,33.8,33.8,428.0056,10.23,381.7,5.4,6.29,0.89,,,3.557785
20070215,1.1,1.1,57.6,57.6,68.5,68.5,9.319,9.319,33.25,33.25,429.1741,10.22,381.29,5.38,6.26,0.88,,,3.567171
20070216,1.1,1.1,58.95,58.95,68.4,68.4,9.264,9.264,33.38,33.38,436.485,10.02,380.81,5.36,6.24,0.88,,,3.56964
20070219,0.75,0.75,58.14,58.14,68.75,68.75,8.975,8.975,32.91,32.91,436.485,10.02,382.19,5.36,6.24,0.88,,,3.581106
20070220,0.85,0.85,57.98,57.98,68.75,68.75,8.644,8.644,32.46,32.46,431.4866,10.24,380.99,5.35,6.23,0.88,,,3.586793
20070221,0.9,0.9,59.35,59.35,68.25,68.25,8.352,8.352,32.25,32.25,439.4147,10.2,378.46,5.36,6.23,0.87,,,3.59536
20070222,0.85,0.85,60.62,60.62,68.9,68.9,8.427,8.427,31.85,31.85,446.8416,10.18,379.7,5.4,6.27,0.87,,,3.605047
20070223,0.9,0.9,60.88,60.88,68.7,68.7,9.088,9.088,31.38,31.38,450.0319,10.58,380.53,5.35,6.21,0.86,,,3.607841
20070226,0.95,0.95,61.33,61.33,69.3,69.3,9.654,9.654,31.4,31.4,450.9571,11.15,382.17,5.3,6.17,0.87,,,3.620383
20070227,0.95,0.95,61.36,61.36,69.25,69.25,9.495,9.495,31.65,31.65,449.278,18.31,370.56,5.2,6.09,0.89,,,3.624817
20070228,0.9,0.9,61.89,61.89,69.25,69.25,9.902,9.902,28.8,28.8,448.4914,15.42,365.03,5.25,6.16,0.91,,,3.626046
20070301,0.95,0.95,62.11,62.11,69.5,69.5,11.404,11.404,28.7,28.7,448.5116,15.82,361.79,5.26,6.18,0.92,,,3.614792
20070302,1.05,1.05,62.08,62.08,69.95,69.95,11.219,11.219,28.18,28.18,445.6027,18.61,360.67,5.23,6.16,0.93,,,3.620083
20070305,0.95,0.95,60.54,60.54,69.55,69.55,9.982,9.982,27.75,27.75,437.388,19.63,356.4,5.24,6.19,0.95,,,3.619304
20070306,1,1,61.39,61.39,69.8,69.8,10.147,10.147,28.7,28.7,441.5488,15.96,359.69,5.24,6.19,0.95,,,3.633074
20070307,1.1,1.1,62.5,62.5,70,70,10.006,10.006,27.73,27.73,448.7022,15.24,361.65,5.22,6.16,0.94,,,3.639151
20070308,1.1,1.1,62.33,62.33,70.6,70.6,10.248,10.248,28,28,449.8553,14.29,366.54,5.23,6.18,0.95,,,3.652954
20070309,1.3,1.3,61.13,61.13,71.45,71.45,10.366,10.366,28.15,28.15,443.2159,14.09,367.35,5.3,6.24,0.94,,,3.657587
20070312,1.3,1.3,60.74,60.74,70.8,70.8,10.375,10.375,29,29,440.1383,13.99,365.49,5.27,6.21,0.94,,,3.658521
20070313,1.2,1.2,60.9,60.9,70.6,70.6,10.67,10.67,27.93,27.93,439.291,18.13,361.56,5.24,6.2,0.96,,,3.661964
20070314,1.2,1.2,61.06,61.06,70.6,70.6,10.825,10.825,27.3,27.3,440.3494,17.27,351.93,5.28,6.25,0.97,,,3.658658
20070315,1.2,1.2,60.98,60.98,70.25,70.25,11.113,11.113,27.43,27.43,438.8141,16.43,359.02,5.28,6.24,0.96,,,3.665618
20070316,1.15,1.15,60.3,60.3,70.5,70.5,10.681,10.681,26.75,26.75,438.0569,16.79,359.06,5.28,6.25,0.97,,,3.662157
20070319,1,1,60.52,60.52,70.75,70.75,10.148,10.148,25.88,25.88,437.819,14.59,364.42,5.3,6.28,0.98,,,3.669664
20070320,1,1,60.2,60.2,70.75,70.75,9.748,9.748,25.79,25.79,436.4039,13.27,367.23,5.29,6.27,0.98,,,3.669057
20070321,1,1,60.77,60.77,71,71,9.646,9.646,25.88,25.88,438.497,12.19,368.75,5.28,6.26,0.98,,,3.671845
20070322,0.95,0.95,62.51,62.51,72,72,9.627,9.627,25.47,25.47,448.7583,12.93,374.2,5.36,6.35,0.99,,,3.682247
20070323,1,1,63.18,63.18,72,72,9.93,9.93,25.23,25.23,449.4335,12.95,375.98,5.38,6.37,0.99,,,3.698778
20070326,1,1,64.41,64.41,74.6,74.6,10.091,10.091,25.1,25.1,453.3681,13.16,372.85,5.36,6.35,0.99,,,3.692096
20070327,1,1,64.6,64.6,73.4,73.4,10.299,10.299,25.1,25.1,454.0945,13.48,372.46,5.39,6.38,0.99,,,3.692905
