Date,Oil,Coal,Gas,Elec,GSCI,VIX,STOXX,AAA,BAA,Diff_BAA_AAA,ECB_Spot_3M,eua07,eua07_vol,eua08,eua08_vol,eua09,eua09_vol,eua10,eua10_vol,eua11,eua11_vol,eua12,eua12_vol,eua13,eua13_vol,eua14,eua14_vol,eua15,eua15_vol,eua16,eua16_vol,eua17,eua17_vol,eua18,eua18_vol,eua19,eua19_vol,eua20,eua20_vol,eua21,eua21_vol,eua22,eua22_vol
20100312,79.39,72.55,11.367,39.3,523.803,17.58,258.4,5.24,6.26,1.02,0.312466,,,,,,,12.9,11002,13.32,1075,13.99,983,15.07,162,15.97,265,,,,,,,,,,,,,,,,
20100315,77.89,73.3,11.559,39.5,516.406,18,256.65,5.25,6.27,1.02,0.2985,,,,,,,13.09,7899,13.5,603,14.17,1904,15.24,475,16.11,265,,,,,,,,,,,,,,,,
20100316,79.02,74,11.482,39.6,525.568,17.69,259.03,5.2,6.21,1.01,0.301706,,,,,,,12.98,7860,13.38,1791,14.06,1284,15.13,90,16.03,265,,,,,,,,,,,,,,,,
20100317,81.96,73.25,11.309,39.44,532.198,16.91,261.34,5.18,6.18,1,0.310736,,,,,,,13.04,6010,13.45,931,14.13,1660,15.19,90,16.06,265,,,,,,,,,,,,,,,,
20100318,81.48,73.3,11.138,39.72,529.381,16.62,261.2,5.21,6.2,0.99,0.317464,,,,,,,13.11,16741,13.53,1448,14.22,2567,15.29,351,16.16,265,,,,,,,,,,,,,,,,
20100319,79.88,73.3,11.145,39.19,521.499,16.97,260.2,5.2,6.19,0.99,0.31615,,,,,,,13.12,9536,13.54,633,14.23,2348,15.3,50,16.17,265,,,,,,,,,,,,,,,,
20100322,80.54,73.4,11.244,39.47,522.776,16.87,260.13,5.19,6.17,0.98,0.316538,,,,,,,13.14,6819,13.57,495,14.27,1413,15.33,50,16.2,265,,,,,,,,,,,,,,,,
20100323,80.7,73.6,11.454,39.33,522.87,16.35,261.85,5.22,6.2,0.98,0.315252,,,,,,,12.92,13151,13.34,945,14.03,1918,15.13,160,16,265,,,,,,,,,,,,,,,,
20100324,79.62,73.5,11.595,39.18,516.92,17.55,262.19,5.34,6.32,0.98,0.323421,,,,,,,12.78,16298,13.21,1158,13.9,838,14.99,64,15.87,265,,,,,,,,,,,,,,,,
20100325,79.61,73.35,11.619,39.42,515.11,18.4,264.79,5.4,6.38,0.98,0.322552,,,,,,,12.66,10454,13.09,618,13.78,1583,14.86,130,15.75,265,,,,,,,,,,,,,,,,
20100326,79.29,73.35,11.913,39.35,512.986,17.77,263.58,5.35,6.35,1,0.322956,,,,,,,12.92,8190,13.36,1301,14.04,1959,15.14,66,16.03,265,,,,,,,,,,,,,,,,
20100329,81.17,73.5,11.957,39.17,524.585,17.59,263.89,5.37,6.37,1,0.329372,,,,,,,12.77,9798,13.22,843,13.9,2739,14.97,255,15.86,265,,,,,,,,,,,,,,,,
20100330,81.28,74.05,12.271,39.19,526.462,17.13,263.87,5.37,6.36,0.99,0.339155,,,,,,,12.84,9429,13.28,2147,13.98,3049,15.06,85,15.94,265,,,,,,,,,,,,,,,,
20100331,82.7,75.4,11.849,36.12,530.159,17.59,263.57,5.32,6.31,0.99,0.360459,,,,,,,12.83,10424,13.28,879,13.96,2567,15.06,26,15.95,265,,,,,,,,,,,,,,,,
20100401,84.01,75.5,11.555,36,537.71,17.47,267.62,5.33,6.33,1,0.381886,,,,,,,13.09,11872,13.54,858,14.23,2408,15.33,10,16.23,265,,,,,,,,,,,,,,,,
20100402,84.01,75.5,11.555,,537.71,17.47,267.62,5.4,6.4,1,,,,,,,,13.09,11872,13.54,858,14.23,2408,15.33,10,16.23,265,,,,,,,,,,,,,,,,
20100405,85.88,75.5,11.555,,546.555,17.02,267.62,5.44,6.44,1,,,,,,,,13.09,11872,13.54,858,14.23,2408,15.33,10,16.23,265,,,,,,,,,,,,,,,,
20100406,86.15,78.15,12.049,37.96,547.194,16.23,269.37,5.45,6.44,0.99,0.383246,,,,,,,13.44,18632,13.9,1417,14.61,3693,15.73,87,16.63,265,,,,,,,,,,,,,,,,
20100407,85.59,77.85,12.177,37.9,544.103,16.62,268.61,5.34,6.33,0.99,0.360005,,,,,,,13.53,17813,14,2092,14.73,5671,15.93,1556,16.82,265,,,,,,,,,,,,,,,,
20100408,84.81,78.15,12.129,38,540.732,16.48,266.28,5.35,6.34,0.99,0.372588,,,,,,,13.56,19165,14.01,2910,14.75,3355,15.91,468,16.8,265,,,,,,,,,,,,,,,,
20100409,84.83,78.65,12.735,39.64,542.137,16.14,269.74,5.34,6.33,0.99,0.370237,,,,,,,13.7,10605,14.15,1878,14.9,2691,16.06,249,16.95,265,,,,,,,,,,,,,,,,
20100412,84.77,77.45,12.805,40.06,542.524,15.58,269.36,5.29,6.27,0.98,0.383068,,,,,,,13.71,16448,14.16,1066,14.91,2515,16.06,230,16.95,265,,,,,,,,,,,,,,,,
20100413,84.72,76.1,12.61,40,543.921,16.2,268.69,5.26,6.24,0.98,0.378577,,,,,,,13.7,13102,14.15,1760,14.9,3061,16.08,650,16.97,265,,,,,,,,,,,,,,,,
20100414,86.15,76.75,13.157,40.37,552.412,15.59,270.44,5.31,6.28,0.97,0.364565,,,,,,,14.22,25194,14.67,3077,15.42,3779,16.65,1230,17.54,265,,,,,,,,,,,,,,,,
20100415,87.17,76.35,12.93,40.38,553.306,15.89,272.14,5.31,6.28,0.97,0.390587,,,,,,,14.15,20542,14.6,1649,15.36,2770,16.59,232,17.48,265,,,,,,,,,,,,,,,,
20100416,85.99,75.75,12.517,40.6,544.175,18.36,267.92,5.25,6.22,0.97,0.383523,,,,,,,14.42,18242,14.86,1338,15.61,1714,16.8,153,17.69,265,,,,,,,,,,,,,,,,
20100419,84.23,76.7,12.405,40.17,534.89,17.34,266.13,5.28,6.25,0.97,0.382653,,,,,,,14.56,17813,15.01,809,15.75,2270,16.93,614,17.88,265,,,,,,,,,,,,,,,,
20100420,84.8,77.5,12.408,39.98,540.22,15.73,269.73,5.27,6.22,0.95,0.37866,,,,,,,14.71,23750,15.15,1854,15.89,3756,17.07,623,17.97,265,,,,,,,,,,,,,,,,
20100421,85.7,80.55,12.788,40,541.387,16.32,268.23,5.2,6.15,0.95,0.373137,,,,,,,14.66,19167,15.1,1347,15.83,2715,17.01,909,17.91,265,,,,,,,,,,,,,,,,
20100422,85.67,81.4,12.573,40.04,542.646,16.47,265.32,5.23,6.18,0.95,0.386811,,,,,,,14.66,14865,15.09,1264,15.82,3064,17,541,17.9,265,,,,,,,,,,,,,,,,
20100423,87.25,80.95,12.618,40.09,548.856,16.62,267.42,5.26,6.21,0.95,0.366532,,,,,,,14.95,16288,15.39,2284,16.12,3339,17.31,145,18.2,265,,,,,,,,,,,,,,,,
20100426,86.83,83.55,13.748,39.95,548.856,17.47,270.1,5.27,6.21,0.94,0.362111,,,,,,,15.59,25497,16.03,864,16.77,939,17.96,483,18.86,265,,,,,,,,,,,,,,,,
20100427,85.78,85.3,15.196,39.99,536.915,22.81,261.65,5.15,6.1,0.95,0.459444,,,,,,,15.25,34317,15.69,1677,16.42,2827,17.61,484,18.51,265,,,,,,,,,,,,,,,,
20100428,86.16,83.5,14.3,40,538.939,21.08,258.24,5.24,6.18,0.94,0.445638,,,,,,,14.98,31769,15.4,2148,16.13,2713,17.3,120,18.2,265,,,,,,,,,,,,,,,,
20100429,86.9,84.9,14.3,40.04,544.422,18.44,261.74,5.19,6.13,0.94,0.407132,,,,,,,15.35,28752,15.77,2535,16.5,2734,17.66,1795,18.56,265,,,,,,,,,,,,,,,,
20100430,87.44,83.7,14.3,40.01,549.941,22.05,259.91,5.13,6.07,0.94,0.430856,,,,,,,15.94,20578,16.37,1401,17.11,2773,18.3,751,19.17,25,,,,,,,,,,,,,,,,
20100503,88.94,86.3,15.134,40.58,553.034,20.19,260.52,5.15,6.09,0.94,0.405907,,,,,,,16.52,16219,16.92,1342,17.68,2239,19.02,371,19.92,25,,,,,,,,,,,,,,,,
20100504,85.67,89.15,15.696,40.8,535.669,23.84,252.97,5.06,6.01,0.95,0.478248,,,,,,,15.92,34124,16.32,4548,17.05,3570,18.29,405,19.16,25,,,,,,,,,,,,,,,,
20100505,82.61,88.6,15.696,41.62,521.811,24.91,250.55,5.03,5.98,0.95,0.456029,,,,,,,16,31283,16.41,3711,17.14,2911,18.34,246,19.21,25,,,,,,,,,,,,,,,,
20100506,79.83,91.1,16.245,42.97,508.652,32.8,246.9,4.8,5.82,1.02,0.459417,,,,,,,16.19,22723,16.6,3570,17.31,4340,18.52,117,19.39,25,,,,,,,,,,,,,,,,
20100507,78.27,91.35,16.77,45.19,503.471,40.95,237.18,4.95,6,1.05,0.499727,,,,,,,15.54,26175,15.93,2630,16.63,2575,17.76,1783,18.63,25,,,,,,,,,,,,,,,,
20100510,80.12,91.6,16.296,44.61,514.818,28.84,254.14,5.07,6.1,1.03,0.384973,,,,,,,15.26,22686,15.65,2792,16.34,2844,17.45,1783,18.39,25,,,,,,,,,,,,,,,,
20100511,80.49,90.25,16.069,43.82,516.819,28.32,252.93,5.09,6.14,1.05,0.414168,,,,,,,15.69,26394,16.08,3944,16.77,2529,17.9,97,18.87,25,,,,,,,,,,,,,,,,
20100512,81.2,88.25,15.94,44.17,520.948,25.52,256.6,5.13,6.17,1.04,0.369358,,,,,,,15.74,30691,16.12,3715,16.81,4429,17.88,1554,18.88,25,,,,,,,,,,,,,,,,
20100513,80.11,88.5,15.94,44.17,519.576,26.68,257.24,5.11,6.15,1.04,0.396708,,,,,,,15.82,9657,16.2,1171,16.9,1865,17.96,1080,18.96,25,,,,,,,,,,,,,,,,
20100514,77.18,87.9,16.042,43.72,501.568,31.24,248.46,4.97,6.03,1.06,0.417923,,,,,,,15.65,10218,16.03,1031,16.73,1910,17.78,166,18.79,25,,,,,,,,,,,,,,,,
20100517,75.1,87.15,15.854,42.16,487.395,30.84,248.09,4.99,6.06,1.07,0.417724,,,,,,,15.1,17358,15.47,2379,16.16,2597,17.23,279,18.19,25,,,,,,,,,,,,,,,,
20100518,74.43,88.25,16.437,42.04,486.963,33.55,251.3,4.89,5.99,1.1,0.420775,,,,,,,15.29,13013,15.66,1408,16.34,3974,17.41,393,18.41,25,,,,,,,,,,,,,,,,
20100519,73.69,87.75,16.3,42.14,481.968,35.32,243.71,4.88,6.01,1.13,0.398545,,,,,,,14.72,21843,15.07,3527,15.72,4503,16.77,988,17.77,25,,,,,,,,,,,,,,,,
20100520,71.84,88.25,16.303,42.14,473.943,45.79,238.28,4.83,5.99,1.16,0.444593,,,,,,,14.7,20682,15.07,4493,15.68,3381,16.7,761,17.7,25,,,,,,,,,,,,,,,,
20100521,71.68,90.25,16.48,42.04,473.744,40.1,237.11,4.78,5.96,1.18,0.447665,,,,,,,14.85,10927,15.22,2268,15.83,2125,16.83,645,17.83,25,,,,,,,,,,,,,,,,
20100524,71.17,92.75,16.48,42.04,473.788,38.32,238.02,4.83,6.02,1.19,0.456403,,,,,,,15.42,9651,15.79,4403,16.41,1830,17.41,140,18.41,25,,,,,,,,,,,,,,,,
20100525,69.55,91,16.7,41.81,465.456,34.61,232.11,4.77,5.99,1.22,0.485623,,,,,,,15.2,18174,15.58,2746,16.19,1774,17.18,223,18.13,25,,,,,,,,,,,,,,,,
20100526,71.74,90.15,16.9,41.85,477.316,35.02,237.74,4.89,6.08,1.19,0.506603,,,,,,,15.7,19017,16.08,4912,16.7,4841,17.68,441,18.63,25,,,,,,,,,,,,,,,,
20100527,74.66,89.85,16.345,41.77,492.231,29.68,244.79,5.04,6.23,1.19,0.508994,,,,,,,15.49,11384,15.86,2446,16.48,1764,17.46,100,18.41,25,,,,,,,,,,,,,,,,
20100528,74.02,89.4,16.328,41.37,488.193,32.07,244.01,5.01,6.2,1.19,0.469487,,,,,,,15.11,15758,15.47,1631,16.08,1719,17.08,740,18.08,25,,,,,,,,,,,,,,,,
20100531,74.65,89.7,16.342,41.17,488.193,32.07,244.98,5.01,6.2,1.19,0.462681,,,,,,,15.11,15758,15.47,1631,16.08,1719,17.08,740,18.08,25,,,,,,,,,,,,,,,,
20100601,72.71,88.85,16.384,42.86,481.107,35.54,245.34,4.95,6.21,1.26,0.489,,,,,,,15.14,10280,15.51,1550,16.11,1488,17.1,312,18.1,25,,,,,,,,,,,,,,,,
20100602,73.75,89.65,16.65,42.98,482.984,30.17,245.4,5.02,6.26,1.24,0.484686,,,,,,,15.27,11863,15.64,1874,16.25,2036,17.24,55,18.24,25,,,,,,,,,,,,,,,,
20100603,75.41,91.25,16.615,42.54,490.01,29.46,248.91,5.05,6.31,1.26,0.467327,,,,,,,15.26,11757,15.63,1739,16.25,1587,17.24,213,18.24,25,,,,,,,,,,,,,,,,
20100604,72.09,92.75,17.452,42.97,474.796,35.48,244.53,4.88,6.15,1.27,0.465754,,,,,,,15.34,12729,15.72,1635,16.35,3299,17.36,213,18.36,25,,,,,,,,,,,,,,,,
20100607,72.12,94.15,18,42.98,475.16,36.57,242.71,4.89,6.17,1.28,0.443494,,,,,,,15.22,10017,15.58,3890,16.22,2955,17.2,20,18.2,25,,,,,,,,,,,,,,,,
20100608,72.3,96.9,19.063,44.44,478.265,33.7,240.06,4.86,6.17,1.31,0.470126,,,,,,,15.69,17035,16.06,4484,16.69,4171,17.72,270,18.72,25,,,,,,,,,,,,,,,,
20100609,74.27,98.9,19.01,44.36,488.839,33.73,244.6,4.88,6.2,1.32,0.495463,,,,,,,15.76,14778,16.12,2404,16.74,2133,17.72,75,18.72,15,,,,,,,,,,,,,,,,
20100610,75.29,97.95,18.505,43.8,495.111,30.57,248.46,5,6.34,1.34,0.479802,,,,,,,15.46,16951,15.81,3163,16.43,2489,17.4,125,18.4,15,,,,,,,,,,,,,,,,
20100611,74.35,96.4,18.28,43.25,493.099,28.79,249.46,4.89,6.28,1.39,0.441216,,,,,,,15.62,7453,15.98,1668,16.61,2699,17.61,731,18.61,15,,,,,,,,,,,,,,,,
20100614,75.2,96.75,18.855,41.56,500.102,28.58,252.54,4.96,6.34,1.38,0.42404,,,,,,,15.88,13048,16.26,5323,16.87,1834,17.87,192,18.77,15,,,,,,,,,,,,,,,,
20100615,76.2,96.65,19.923,41.63,507.956,25.87,254.28,4.99,6.37,1.38,0.410887,,,,,,,15.79,16014,16.14,1561,16.76,1908,17.76,224,18.77,15,,,,,,,,,,,,,,,,
20100616,78.14,96,19.663,42.36,511.523,25.92,254.47,4.96,6.34,1.38,0.417843,,,,,,,15.57,12398,15.93,2090,16.54,3996,17.57,1009,18.57,15,,,,,,,,,,,,,,,,
20100617,78.68,95.9,19.863,42.49,511.634,25.05,254.88,4.86,6.25,1.39,0.429092,,,,,,,15.71,10603,16.06,2422,16.63,6759,17.68,312,18.68,15,,,,,,,,,,,,,,,,
20100618,78.22,96,19.805,42.79,510.564,23.95,255.5,4.87,6.28,1.41,0.443985,,,,,,,15.77,8606,16.12,2099,16.68,3167,17.77,230,18.65,15,,,,,,,,,,,,,,,,
20100621,78.82,94.75,19.78,42.46,512.832,24.88,258.18,4.89,6.28,1.39,0.475036,,,,,,,15.84,7403,16.2,2066,16.76,2143,17.83,341,18.73,15,,,,,,,,,,,,,,,,
20100622,78.04,94.1,19.432,42.47,508.705,27.05,256.92,4.82,6.22,1.4,0.471082,,,,,,,15.34,16857,15.7,4118,16.26,3117,17.34,795,18.22,15,,,,,,,,,,,,,,,,
20100623,76.27,94.5,19.385,42.66,500.428,26.91,254.44,4.82,6.18,1.36,0.482734,,,,,,,15.37,11123,15.71,2682,16.26,2763,17.29,69,18.17,15,,,,,,,,,,,,,,,,
20100624,76.47,94.5,19.235,42.62,501.804,29.74,249.78,4.85,6.22,1.37,0.51345,,,,,,,15.25,13900,15.57,1938,16.1,2769,17.15,376,18.13,15,,,,,,,,,,,,,,,,
20100625,78.12,94.5,18.996,42.64,511.859,28.53,248.33,4.83,6.21,1.38,0.550016,,,,,,,15.42,12065,15.74,4196,16.25,2407,17.31,64,18.33,15,,,,,,,,,,,,,,,,
20100628,77.59,93.65,19.178,43.31,508.367,29,251.36,4.78,6.15,1.37,0.549235,,,,,,,15.43,7248,15.74,1165,16.27,1578,17.33,276,18.35,15,,,,,,,,,,,,,,,,
20100629,75.44,94,19.865,43.35,493.657,34.13,243.82,4.71,6.09,1.38,0.551083,,,,,,,15.22,20099,15.54,5606,16.06,5908,17.11,1586,18.13,15,,,,,,,,,,,,,,,,
20100630,75.01,94.4,20.232,48.99,495.177,34.54,243.32,4.66,6.05,1.39,0.58058,,,,,,,15.26,9611,15.57,934,16.1,784,17.21,115,18.18,15,,,,,,,,,,,,,,,,
20100701,72.34,94.25,20.634,48.46,484.206,32.86,237.3,4.62,5.98,1.36,0.592343,,,,,,,15.25,12447,15.57,3303,16.1,3316,17.18,46,18.12,15,,,,,,,,,,,,,,,,
20100702,71.65,93.5,20.625,48.19,480.314,30.12,237.27,4.69,6.04,1.35,0.586281,,,,,,,15.36,5911,15.68,1367,16.22,1676,17.3,44,18.32,15,,,,,,,,,,,,,,,,
20100705,71.47,93.3,21.018,47.01,480.314,30.12,236.68,4.69,6.04,1.35,0.577267,,,,,,,15.39,6429,15.71,1242,16.26,2261,17.35,3,18.35,15,,,,,,,,,,,,,,,,
20100706,71.45,93.45,21.238,46.35,480.775,29.65,242.76,4.64,6,1.36,0.577254,,,,,,,15.18,10694,15.49,2083,16.06,2999,17.15,9,18.07,15,,,,,,,,,,,,,,,,
20100707,73.51,92.8,20.725,46.43,491.039,26.84,246.06,4.71,6.08,1.37,0.60101,,,,,,,14.85,15128,15.16,1734,15.72,2910,16.82,24,17.81,15,,,,,,,,,,,,,,,,
20100708,74.71,93.25,21.164,46.59,497.5,25.71,248.6,4.75,6.11,1.36,0.663646,,,,,,,14.4,20647,14.71,3353,15.25,2694,16.36,45,17.33,15,,,,,,,,,,,,,,,,
20100709,75.42,93.55,21.145,47.14,500.759,24.98,250.09,4.79,6.14,1.35,0.6501,,,,,,,14.65,10954,14.95,1165,15.51,2410,16.61,151,17.53,15,,,,,,,,,,,,,,,,
20100712,74.37,93.05,20.995,47.37,494.67,24.43,251.18,4.79,6.13,1.34,0.599306,,,,,,,14.07,18483,14.37,2919,14.92,1539,16.04,39,16.9,15,,,,,,,,,,,,,,,,
20100713,76.65,93.05,20.817,47.36,505.446,24.56,255.99,4.86,6.18,1.32,0.616183,,,,,,,13.85,17937,14.13,3285,14.67,4116,15.8,387,16.66,15,,,,,,,,,,,,,,,,
20100714,76.77,93.1,20.013,47.49,505.855,24.89,255.92,4.76,6.09,1.33,0.610957,,,,,,,14.01,16568,14.31,3309,14.85,5045,15.97,299,16.83,15,,,,,,,,,,,,,,,,
20100715,76.19,92.9,19.874,46.93,506.762,25.14,252.97,4.68,6.02,1.34,0.626639,,,,,,,13.95,9784,14.25,1830,14.8,2374,15.92,265,16.78,15,,,,,,,,,,,,,,,,
20100716,75.37,92.75,19.385,47.29,502.579,26.25,248.11,4.67,6,1.33,0.660363,,,,,,,14.26,12019,14.57,1251,15.13,2360,16.25,1007,17.14,15,,,,,,,,,,,,,,,,
20100719,75.62,92.75,18.855,46.95,503.918,25.97,246.18,4.7,6.03,1.33,0.680167,,,,,,,14.56,13794,14.88,1862,15.46,4240,16.56,334,17.45,15,,,,,,,,,,,,,,,,
20100720,76.22,92.65,18.229,46.1,506.346,23.93,246.35,4.68,5.97,1.29,0.647009,,,,,,,14.23,8928,14.55,1128,15.12,1126,16.22,74,17.16,15,,,,,,,,,,,,,,,,
20100721,75.37,92.3,17.051,46.02,503.886,25.64,249.24,4.61,5.88,1.27,0.653529,,,,,,,13.94,17297,14.24,3071,14.8,5313,15.87,358,16.78,100,,,,,,,,,,,,,,,,
20100722,77.82,92.45,17.745,45.87,517.624,24.63,254.37,4.7,5.93,1.23,0.663076,,,,,,,14.25,15370,14.56,1426,15.12,2158,16.18,502,17.11,100,,,,,,,,,,,,,,,,
20100723,77.45,92.6,18.021,45.87,515.671,23.47,255.97,4.74,5.97,1.23,0.641835,,,,,,,14.01,7387,14.32,1348,14.9,2484,15.98,23,16.9,100,,,,,,,,,,,,,,,,
20100726,77.5,92.7,17.853,45.62,515.651,22.73,257.12,4.74,5.95,1.21,0.647971,,,,,,,13.53,11465,13.85,2107,14.4,2946,15.46,1355,16.38,100,,,,,,,,,,,,,,,,
20100727,76.13,92.7,17.125,45.52,508.783,23.19,258.11,4.81,5.98,1.17,0.649011,,,,,,,13.72,7982,14.04,2269,14.59,2813,15.67,1022,16.57,100,,,,,,,,,,,,,,,,
20100728,76.06,92.6,17.295,45.67,509.989,24.25,257.21,4.76,5.95,1.19,0.636958,,,,,,,13.76,9687,14.08,1232,14.64,1464,15.72,173,16.63,100,,,,,,,,,,,,,,,,
20100729,77.59,92.75,17.89,45.68,518.411,24.13,256.26,4.8,5.95,1.15,0.631963,,,,,,,14.02,10958,14.34,3897,14.89,3515,15.98,116,16.88,100,,,,,,,,,,,,,,,,
20100730,78.18,92.75,18.497,45.83,524.809,23.5,255.35,4.7,5.85,1.15,0.641717,,,,,,,14.15,9288,14.47,2412,15.03,1935,16.12,15,17.02,100,,,,,,,,,,,,,,,,
20100802,80.82,94.85,18.9,41.87,536.903,22.01,262.09,4.78,5.89,1.11,0.615033,,,,,,,14.49,10439,14.82,1512,15.39,1780,16.48,15,17.38,100,,,,,,,,,,,,,,,,
20100803,82.68,95.3,18.775,41.77,540.949,22.63,262.06,4.73,5.86,1.13,0.614761,,,,,,,14.43,13164,14.76,2834,15.33,2530,16.42,15,17.32,100,,,,,,,,,,,,,,,,
20100804,82.2,95.05,19.153,41.25,544.127,22.21,262.17,4.75,5.88,1.13,0.626802,,,,,,,14.33,6501,14.66,2150,15.23,1759,16.33,385,17.21,100,,,,,,,,,,,,,,,,
20100805,81.61,94.95,19.063,40.73,542.571,22.1,261.48,4.72,5.87,1.15,0.646469,,,,,,,14.34,5098,14.66,1233,15.23,1432,16.33,385,17.21,100,,,,,,,,,,,,,,,,
20100806,80.16,94.55,18.73,40.22,534.141,21.74,258.71,4.65,5.8,1.15,0.636455,,,,,,,14.23,4109,14.55,692,15.11,683,16.2,385,17.07,100,17.97,,18.88,,19.78,,20.7,10,,20,,10,,,,
20100809,80.99,94.25,18.815,39.92,536.706,22.14,262.26,4.66,5.81,1.15,0.624684,,,,,,,14.57,5455,14.89,1166,15.45,949,16.56,26,17.45,100,18.35,,19.26,,20.16,,21.09,10,,20,,10,,,,
20100810,79.6,94,18.84,40.01,530.532,22.37,259.93,4.68,5.84,1.16,0.597701,,,,,,,14.5,6879,14.84,1200,15.38,1074,16.49,103,17.38,100,18.28,,19.18,,20.08,,21.01,10,,20,,10,,,,
20100811,77.64,92.95,18.815,40.07,520.986,25.39,254.68,4.57,5.75,1.18,0.614658,,,,,,,14.4,8363,14.74,2953,15.28,1302,16.39,103,17.28,100,18.18,,19.08,,19.98,,20.91,10,,20,,10,,,,
20100812,75.52,92.6,18.607,40.44,514.571,25.73,254.93,4.58,5.78,1.2,0.582867,,,,,,,14.43,13943,14.75,3128,15.25,6567,16.37,368,17.27,100,18.17,,19.07,,19.97,,20.9,10,21.85,20,22.8,10,,,,
20100813,75.11,92.4,18.55,40.57,512.355,26.24,255.56,4.52,5.73,1.21,0.589264,,,,,,,14.49,6831,14.8,2242,15.3,1324,16.41,368,17.31,100,18.21,,19.11,,20.01,,20.94,10,21.89,20,22.84,10,,,,
20100816,74.85,92.45,18.113,39.9,510.202,26.1,255.61,4.36,5.58,1.22,0.587333,,,,,,,14.41,3658,14.72,674,15.21,533,16.32,70,17.24,100,18.14,,19.04,,19.94,,20.84,10,21.74,20,22.77,10,,,,
20100817,76.93,92.7,18.081,39.92,515.259,24.33,258.47,4.47,5.63,1.16,0.595526,,,,,,,14.49,4258,14.81,1531,15.31,2013,16.42,30,17.34,100,18.24,,19.14,,20.04,,20.94,10,21.84,20,22.87,10,,,,
20100818,76.47,92.15,17.649,39.78,513.972,24.59,257.6,4.43,5.58,1.15,0.597021,,,,,,,14.4,5980,14.71,951,15.2,1544,16.32,30,17.25,100,18.15,,19.05,,19.95,,20.85,10,21.75,20,22.78,10,,,,
20100819,75.3,92.25,17.946,40.35,509.694,26.44,253.9,4.36,5.51,1.15,0.604905,,,,,,,14.92,14557,15.23,1738,15.74,3286,16.86,605,17.78,100,18.68,,19.58,,20.48,,21.38,10,22.28,20,23.31,10,,,,
20100820,74.26,91.95,18.212,40.1,505.157,25.49,252.15,4.36,5.52,1.16,0.564351,,,,,,,15.08,13665,15.38,1502,15.86,2642,16.98,10,17.9,100,18.8,,19.7,,20.6,,21.5,10,22.4,20,23.43,10,,,,
20100823,73.62,92.4,18.371,39.28,502.356,25.66,253.76,4.37,5.54,1.17,0.541295,,,,,,,14.82,8726,15.11,740,15.58,2182,16.7,315,17.6,100,18.5,,19.4,,20.3,,21.2,10,22.1,20,23.1,10,,,,
20100824,72.38,91.85,17.716,39.37,494.385,27.46,249.45,4.27,5.45,1.18,0.560231,,,,,,,14.96,8932,15.26,2147,15.72,2633,16.84,922,17.71,100,18.61,,19.51,,20.41,,21.31,10,22.21,20,23.11,10,,,,
20100825,73.48,91.5,17.72,39.63,495.803,26.7,247.54,4.28,5.48,1.2,0.583375,,,,,,,15.39,16541,15.7,1989,16.16,1632,17.3,283,18.2,100,19.1,,20,,20.9,,21.8,10,22.7,20,23.6,10,,,,
20100826,75.02,91.6,17.944,39.88,502.379,27.37,249.65,4.24,5.45,1.21,0.59824,,,,,,,15.26,9770,15.56,955,16.02,1116,17.17,54,18.08,100,18.98,,19.88,,20.78,,21.68,10,22.58,20,23.48,10,,,,
20100827,76.65,91.8,17.895,39.9,510.493,24.45,251.24,4.41,5.62,1.21,0.609613,,,,,,,15.29,5068,15.61,526,16.06,532,17.21,15,18.11,100,19.02,,19.92,,20.82,,21.75,10,22.7,20,23.65,10,,,,
20100830,76.6,91.8,18.063,39.8,510.201,27.21,251.16,4.34,5.53,1.19,0.609738,,,,,,,15.46,1664,15.75,341,16.24,492,17.38,15,18.26,100,19.16,,20.06,,20.96,,21.87,10,22.8,20,23.72,10,,,,
20100831,74.64,91.25,18.407,47.26,499.162,26.05,251.31,4.26,5.48,1.22,0.623377,,,,,,,15.27,5457,15.58,766,16.04,1794,17.19,309,18.1,100,19,,19.9,,20.8,,21.73,10,22.68,20,23.63,10,,,,
20100901,76.35,91.15,18.21,46.75,509.12,23.89,258.19,4.38,5.59,1.21,0.610131,,,,,,,15.39,5775,15.7,991,16.17,2722,17.31,400,18.21,100,19.11,,20.01,,20.91,,21.84,10,22.79,20,23.74,10,,,,
20100902,76.93,91.23,18.333,46.86,514.091,23.19,258.18,4.45,5.65,1.2,0.617516,,,,,,,15.78,15889,16.09,1724,16.58,3804,17.74,690,18.58,100,19.48,,20.38,,21.28,,22.21,10,23.16,20,24.11,10,,,,
20100903,76.67,91.45,18.8,46.44,515.669,21.31,260.4,4.5,5.69,1.19,0.624286,,,,,,,15.74,8763,16.06,2675,16.55,2150,17.71,30,18.6,100,19.52,,20.42,,21.32,,22.25,10,23.2,20,24.15,10,,,,
20100906,76.87,91.13,18.335,45.07,515.669,21.31,260.94,4.5,5.69,1.19,0.61062,,,,,,,15.72,7320,16.04,1810,16.52,3088,17.68,10,18.53,100,19.45,,20.35,,21.25,,22.18,10,23.13,20,24.08,10,,,,
20100907,77.74,90.68,18.26,45.39,516.172,23.8,259.76,4.39,5.57,1.18,0.672533,,,,,,,15.74,8097,16.05,1900,16.53,2191,17.7,241,18.57,100,19.47,,20.37,,21.27,,22.2,10,23.15,20,24.1,10,,,,
